DESCRIBE,False,False
DESCRIPTION,False,False
DES_KEY_FILE,False,True
DETERMINISTIC,False,False
DIAGNOSTICS,False,False
DIRECTORY,False,False
DISABLE,False,False
DISCARD,False,False
DISK,False,False
DISTINCT,False,False
DISTINCTROW,False,False
DIV,False,False
DO,False,False
DOUBLE,False,False
DROP,False,False
DUAL,False,False
DUMPFILE,False,False
DUPLICATE,False,False
DYNAMIC,False,False
EACH,False,False
ELSE,False,False
ELSEIF,False,False
EMPTY,False,False
ENABLE,False,False
ENCLOSED,False,False
ENCRYPTION,False,False
END,False,False
ENDS,False,False
ENFORCED,False,False
ENGINE,False,False
ENGINES,False,False
ENGINE_ATTRIBUTE,False,False
ENUM,False,False
ERROR,False,False
ERRORS,False,False
ESCAPE,False,False
ESCAPED,False,False
EVENT,False,False
EVENTS,False,False
EVERY,False,False
EXCEPT,False,False
EXCHANGE,False,False
EXCLUDE,False,False
EXECUTE,False,False
EXISTS,False,False
EXIT,False,False
EXPANSION,False,False
EXPIRE,False,False
EXPLAIN,False,False
EXPORT,False,False
EXTENDED,False,False
EXTENT_SIZE,False,False
FACTOR,False,False
FAILED_LOGIN_ATTEMPTS,False,False
FALSE,False,False
FAST,False,False
FAULTS,False,False
FETCH,False,False
FIELDS,False,False
FILE,False,False
FILE_BLOCK_SIZE,False,False
FILTER,False,False
FINISH,False,False
FIRST,False,False
FIRST_VALUE,False,False
FIXED,False,False
FLOAT,False,False
FLOAT4,False,False
FLOAT8,False,False
FLUSH,False,False
FOLLOWING,False,False
FOLLOWS,False,False
FOR,False,False
FORCE,False,False
FOREIGN,False,False
FORMAT,False,False
FOUND,False,False
FROM,False,False
FULL,False,False
FULLTEXT,False,False
FUNCTION,False,False
GENERAL,False,False
GENERATE,False,False
GENERATED,False,False
GEOMCOLLECTION,False,False
GEOMETRY,False,False
GEOMETRYCOLLECTION,False,False
GET,False,False
GET_FORMAT,False,False
GET_MASTER_PUBLIC_KEY,False,False
GET_SOURCE_PUBLIC_KEY,False,False
GLOBAL,False,False
GRANT,False,False
GRANTS,False,False
GROUP,False,False
GROUPING,False,False
GROUPS,False,False
GROUP_REPLICATION,False,False
GTID_ONLY,False,False
HANDLER,False,False
HASH,False,False
HAVING,False,False
HELP,False,False
HIGH_PRIORITY,False,False
HISTOGRAM,False,False
HISTORY,False,False
HOST,False,False
HOSTS,False,False
HOUR,False,False
HOUR_MICROSECOND,False,False
HOUR_MINUTE,False,False
HOUR_SECOND,False,False
IDENTIFIED,False,False
IF,False,False
IGNORE,False,False
IGNORE_SERVER_IDS,False,False
IMPORT,False,False
IN,False,False
INACTIVE,False,False
INDEX,False,False
INDEXES,False,False
INFILE,False,False
INITIAL,False,False
INITIAL_SIZE,False,False
INITIATE,False,False
INNER,False,False
INOUT,False,False
INSENSITIVE,False,False
INSERT,False,False
INSERT_METHOD,False,False
INSTALL,False,False
INSTANCE,False,False
INT,False,False
INT1,False,False
INT2,False,False
INT3,False,False
INT4,False,False
INT8,False,False
INTEGER,False,False
INTERSECT,False,False
INTERVAL,False,False
INTO,False,False
INVISIBLE,False,False
INVOKER,False,False
IO,False,False
IO_AFTER_GTIDS,False,False
IO_BEFORE_GTIDS,False,False
IO_THREAD,False,False
IPC,False,False
IS,False,False
ISOLATION,False,False
ISSUER,False,False
ITERATE,False,False
JOIN,False,False
JSON,False,False
JSON_TABLE,False,False
JSON_VALUE,False,False
KEY,False,False
KEYRING,False,False
KEYS,False,False
KEY_BLOCK_SIZE,False,False
KILL,False,False
LAG,False,False
LANGUAGE,False,False
LAST,False,False
LAST_VALUE,False,False
LATERAL,False,False
LEAD,False,False
LEADING,False,False
LEAVE,False,False
LEAVES,False,False
LEFT,False,False
LESS,False,False
LEVEL,False,False
LIKE,False,False
LIMIT,False,False
LINEAR,False,False
LINES,False,False
LINESTRING,False,False
LIST,False,False
LOAD,False,False
LOCAL,False,False
LOCALTIME,False,False
LOCALTIMESTAMP,False,False
LOCK,False,False
LOCKED,False,False
LOCKS,False,False
LOGFILE,False,False
LOGS,False,False
LONG,False,False
LONGBLOB,False,False
LONGTEXT,False,False
LOOP,False,False
LOW_PRIORITY,False,False
MASTER,False,False
MASTER_AUTO_POSITION,False,False
MASTER_BIND,False,False
MASTER_COMPRESSION_ALGORITHMS,False,False
MASTER_CONNECT_RETRY,False,False
MASTER_DELAY,False,False
MASTER_HEARTBEAT_PERIOD,False,False
MASTER_HOST,False,False
MASTER_LOG_FILE,False,False
MASTER_LOG_POS,False,False
MASTER_PASSWORD,False,False
MASTER_PORT,False,False
MASTER_PUBLIC_KEY_PATH,False,False
MASTER_RETRY_COUNT,False,False
MASTER_SERVER_ID,False,True
MASTER_SSL,False,False
MASTER_SSL_CA,False,False
MASTER_SSL_CAPATH,False,False
MASTER_SSL_CERT,False,False
MASTER_SSL_CIPHER,False,False
MASTER_SSL_CRL,False,False
MASTER_SSL_CRLPATH,False,False
MASTER_SSL_KEY,False,False
MASTER_SSL_VERIFY_SERVER_CERT,False,False
MASTER_TLS_CIPHERSUITES,False,False
MASTER_TLS_VERSION,False,False
MASTER_USER,False,False
MASTER_ZSTD_COMPRESSION_LEVEL,False,False
MATCH,False,False
MAXVALUE,False,False
MAX_CONNECTIONS_PER_HOUR,False,False
MAX_QUERIES_PER_HOUR,False,False
MAX_ROWS,False,False
MAX_SIZE,False,False
MAX_UPDATES_PER_HOUR,False,False
MAX_USER_CONNECTIONS,False,False
MEDIUM,False,False
MEDIUMBLOB,False,False
MEDIUMINT,False,False
MEDIUMTEXT,False,False
MEMBER,False,False
MEMORY,False,False
MERGE,False,False
MESSAGE_TEXT,False,False
MICROSECOND,False,False
MIDDLEINT,False,False
MIGRATE,False,False
MINUTE,False,False
MINUTE_MICROSECOND,False,False
MINUTE_SECOND,False,False
MIN_ROWS,False,False
MOD,False,False
MODE,False,False
MODIFIES,False,False
MODIFY,False,False
MONTH,False,False
MULTILINESTRING,False,False
MULTIPOINT,False,False
MULTIPOLYGON,False,False
MUTEX,False,False
MYSQL_ERRNO,False,False
NAME,False,False
NAMES,False,False
NATIONAL,False,False
NATURAL,False,False
NCHAR,False,False
NDB,False,False
NDBCLUSTER,False,False
NESTED,False,False
NETWORK_NAMESPACE,False,False
NEVER,False,False
NEW,False,False
NEXT,False,False
NO,False,False
NODEGROUP,False,False
NONE,False,False
NOT,False,False
NOWAIT,False,False
NO_WAIT,False,False
NO_WRITE_TO_BINLOG,False,False
NTH_VALUE,False,False
NTILE,False,False
NULL,False,False
NULLS,False,False
NUMBER,False,False
NUMERIC,False,False
NVARCHAR,False,False
OF,False,False
OFF,False,False
OFFSET,False,False
OJ,False,False
OLD,False,False
ON,False,False
ONE,False,False
ONLY,False,False
OPEN,False,False
OPTIMIZE,False,False
OPTIMIZER_COSTS,False,False
OPTION,False,False
OPTIONAL,False,False
OPTIONALLY,False,False
OPTIONS,False,False
OR,False,False
ORDER,False,False
ORDINALITY,False,False
ORGANIZATION,False,False
OTHERS,False,False
OUT,False,False
OUTER,False,False
OUTFILE,False,False
OVER,False,False
OWNER,False,False
PACK_KEYS,False,False
PAGE,False,False
PARSER,False,False
PARTIAL,False,False
PARTITION,False,False
PARTITIONING,False,False
PARTITIONS,False,False
PASSWORD,False,False
PASSWORD_LOCK_TIME,False,False
PATH,False,False
PERCENT_RANK,False,False
PERSIST,False,False
PERSIST_ONLY,False,False
PHASE,False,False
PLUGIN,False,False
PLUGINS,False,False
PLUGIN_DIR,False,False
POINT,False,False
POLYGON,False,False
PORT,False,False
PRECEDES,False,False
PRECEDING,False,False
PRECISION,False,False
PREPARE,False,False
PRESERVE,False,False
PREV,False,False
PRIMARY,False,False
PRIVILEGES,False,False
PRIVILEGE_CHECKS_USER,False,False
PROCEDURE,False,False
PROCESS,False,False
PROCESSLIST,False,False
PROFILE,False,False
PROFILES,False,False
PROXY,False,False
PURGE,False,False
QUARTER,False,False
QUERY,False,False
QUICK,False,False
RANDOM,False,False
RANGE,False,False
RANK,False,False
READ,False,False
READS,False,False
READ_ONLY,False,False
READ_WRITE,False,False
REAL,False,False
REBUILD,False,False
RECOVER,False,False
RECURSIVE,False,False
REDOFILE,False,True
REDO_BUFFER_SIZE,False,False
REDUNDANT,False,False
REFERENCE,False,False
REFERENCES,False,False
REGEXP,False,False
REGISTRATION,False,False
RELAY,False,False
RELAYLOG,False,False
RELAY_LOG_FILE,False,False
RELAY_LOG_POS,False,False
RELAY_THREAD,False,False
RELEASE,False,False
RELOAD,False,False
REMOTE,False,True
REMOVE,False,False
RENAME,False,False
REORGANIZE,False,False
REPAIR,False,False
REPEAT,False,False
REPEATABLE,False,False
REPLACE,False,False
REPLICA,False,False
REPLICAS,False,False
REPLICATE_DO_DB,False,False
REPLICATE_DO_TABLE,False,False
REPLICATE_IGNORE_DB,False,False
REPLICATE_IGNORE_TABLE,False,False
REPLICATE_REWRITE_DB,False,False
REPLICATE_WILD_DO_TABLE,False,False
REPLICATE_WILD_IGNORE_TABLE,False,False
REPLICATION,False,False
REQUIRE,False,False
REQUIRE_ROW_FORMAT,False,False
RESET,False,False
RESIGNAL,False,False
RESOURCE,False,False
RESPECT,False,False
RESTART,False,False
RESTORE,False,False
RESTRICT,False,False
RESUME,False,False
RETAIN,False,False
RETURN,False,False
RETURNED_SQLSTATE,False,False
RETURNING,False,False
RETURNS,False,False
REUSE,False,False
REVERSE,False,False
REVOKE,False,False
RIGHT,False,False
RLIKE,False,False
ROLE,False,False
ROLLBACK,False,False
ROLLUP,False,False
ROTATE,False,False
ROUTINE,False,False
ROW,False,False
ROWS,False,False
ROW_COUNT,False,False
ROW_FORMAT,False,False
ROW_NUMBER,False,False
RTREE,False,False
SAVEPOINT,False,False
SCHEDULE,False,False
SCHEMA,False,False
SCHEMAS,False,False
SCHEMA_NAME,False,False
SECOND,False,False
SECONDARY,False,False
SECONDARY_ENGINE,False,False
SECONDARY_ENGINE_ATTRIBUTE,False,False
SECONDARY_LOAD,False,False
SECONDARY_UNLOAD,False,False
SECOND_MICROSECOND,False,False
SECURITY,False,False
SELECT,False,False
SENSITIVE,False,False
SEPARATOR,False,False
SERIAL,False,False
SERIALIZABLE,False,False
SERVER,False,False
SESSION,False,False
SET,False,False
SHARE,False,False
SHOW,False,False
SHUTDOWN,False,False
SIGNAL,False,False
SIGNED,False,False
SIMPLE,False,False
SKIP,False,False
SLAVE,False,False
SLOW,False,False
SMALLINT,False,False
SNAPSHOT,False,False
SOCKET,False,False
SOME,False,False
SONAME,False,False
SOUNDS,False,False
SOURCE,False,False
SOURCE_AUTO_POSITION,False,False
SOURCE_BIND,False,False
SOURCE_COMPRESSION_ALGORITHMS,False,False
SOURCE_CONNECT_RETRY,False,False
SOURCE_DELAY,False,False
SOURCE_HEARTBEAT_PERIOD,False,False
SOURCE_HOST,False,False
SOURCE_LOG_FILE,False,False
SOURCE_LOG_POS,False,False
SOURCE_PASSWORD,False,False
SOURCE_PORT,False,False
SOURCE_PUBLIC_KEY_PATH,False,False
SOURCE_RETRY_COUNT,False,False
SOURCE_SSL,False,False
SOURCE_SSL_CA,False,False
SOURCE_SSL_CAPATH,False,False
SOURCE_SSL_CERT,False,False
SOURCE_SSL_CIPHER,False,False
SOURCE_SSL_CRL,False,False
SOURCE_SSL_CRLPATH,False,False
SOURCE_SSL_KEY,False,False
SOURCE_SSL_VERIFY_SERVER_CERT,False,False
SOURCE_TLS_CIPHERSUITES,False,False
SOURCE_TLS_VERSION,False,False
SOURCE_USER,False,False
SOURCE_ZSTD_COMPRESSION_LEVEL,False,False
SPATIAL,False,False
SPECIFIC,False,False
SQL,False,False
SQLEXCEPTION,False,False
SQLSTATE,False,False
SQLWARNING,False,False
SQL_AFTER_GTIDS,False,False
SQL_AFTER_MTS_GAPS,False,False
SQL_BEFORE_GTIDS,False,False
SQL_BIG_RESULT,False,False
SQL_BUFFER_RESULT,False,False
SQL_CACHE,False,True
SQL_CALC_FOUND_ROWS,False,False
SQL_NO_CACHE,False,False
SQL_SMALL_RESULT,False,False
SQL_THREAD,False,False
SQL_TSI_DAY,False,False
SQL_TSI_HOUR,False,False
SQL_TSI_MINUTE,False,False
SQL_TSI_MONTH,False,False
SQL_TSI_QUARTER,False,False
SQL_TSI_SECOND,False,False
SQL_TSI_WEEK,False,False
SQL_TSI_YEAR,False,False
SRID,False,False
SSL,False,False
STACKED,False,False
START,False,False
STARTING,False,False
STARTS,False,False
STATS_AUTO_RECALC,False,False
STATS_PERSISTENT,False,False
STATS_SAMPLE_PAGES,False,False
STATUS,False,False
STOP,False,False
STORAGE,False,False
STORED,False,False
STRAIGHT_JOIN,False,False
STREAM,False,False
STRING,False,False
SUBCLASS_ORIGIN,False,False
SUBJECT,False,False
SUBPARTITION,False,False
SUBPARTITIONS,False,False
SUPER,False,False
SUSPEND,False,False
SWAPS,False,False
SWITCHES,False,False
SYSTEM,False,False
TABLE,False,False
TABLES,False,False
TABLESPACE,False,False
TABLE_CHECKSUM,False,False
TABLE_NAME,False,False
TEMPORARY,False,False
TEMPTABLE,False,False
TERMINATED,False,False
TEXT,False,False
THAN,False,False
THEN,False,False
THREAD_PRIORITY,False,False
TIES,False,False
TIME,False,False
TIMESTAMP,False,False
TIMESTAMPADD,False,False
TIMESTAMPDIFF,False,False
TINYBLOB,False,False
TINYINT,False,False
TINYTEXT,False,False
TLS,False,False
TO,False,False
TRAILING,False,False
TRANSACTION,False,False
TRIGGER,False,False
TRIGGERS,False,False
TRUE,False,False
TRUNCATE,False,False
TYPE,False,False
TYPES,False,False
UNBOUNDED,False,False
UNCOMMITTED,False,False
UNDEFINED,False,False
UNDO,False,False
UNDOFILE,False,False
UNDO_BUFFER_SIZE,False,False
UNICODE,False,False
UNINSTALL,False,False
UNION,False,False
UNIQUE,False,False
UNKNOWN,False,False
UNLOCK,False,False
UNREGISTER,False,False
UNSIGNED,False,False
UNTIL,False,False
UPDATE,False,False
UPGRADE,False,False
URL,False,False
USAGE,False,False
USE,False,False
USER,False,False
USER_RESOURCES,False,False
USE_FRM,False,False
USING,False,False
UTC_DATE,False,False
UTC_TIME,False,False
UTC_TIMESTAMP,False,False
VALIDATION,False,False
VALUE,False,False
VALUES,False,False
VARBINARY,False,False
VARCHAR,False,False
VARCHARACTER,False,False
VARIABLES,False,False
VARYING,False,False
VCPU,False,False
VIEW,False,False
VIRTUAL,False,False
VISIBLE,False,False
WAIT,False,False
WARNINGS,False,False
WEEK,False,False
WEIGHT_STRING,False,False
WHEN,False,False
WHERE,False,False
WHILE,False,False
WINDOW,False,False
WITH,False,False
WITHOUT,False,False
WORK,False,False
WRAPPER,False,False
WRITE,False,False
X509,False,False
XA,False,False
XID,False,False
XML,False,False
XOR,False,False
YEAR,False,False
YEAR_MONTH,False,False
ZEROFILL,False,False
ZONE,False,False
MySQL,False,False
The,False,False
A,False,False
ACTIVE,False,False
ADMIN,False,False
ARRAY,False,False
ATTRIBUTE,False,False
AUTHENTICATION,False,False
BUCKETS,False,False
BULK,False,False
CHALLENGE_RESPONSE,False,False
CLONE,False,False
COMPONENT,False,False
CUME_DIST,False,False
DEFINITION,False,False
DENSE_RANK,False,False
DESCRIPTION,False,False
EMPTY,False,False
ENFORCED,False,False
ENGINE_ATTRIBUTE,False,False
EXCEPT,False,False
EXCLUDE,False,False
FACTOR,False,False
FAILED_LOGIN_ATTEMPTS,False,False
FINISH,False,False
FIRST_VALUE,False,False
FOLLOWING,False,False
GENERATE,False,False
GEOMCOLLECTION,False,False
GET_MASTER_PUBLIC_KEY,False,False
GET_SOURCE_PUBLIC_KEY,False,False
GROUPING,False,False
GROUPS,False,False
GTID_ONLY,False,False
HISTOGRAM,False,False
HISTORY,False,False
INACTIVE,False,False
INITIAL,False,False
INITIATE,False,False
INTERSECT,False,False
INVISIBLE,False,False
JSON_TABLE,False,False
JSON_VALUE,False,False
KEYRING,False,False
LAG,False,False
LAST_VALUE,False,False
LATERAL,False,False
LEAD,False,False
LOCKED,False,False
MASTER_COMPRESSION_ALGORITHMS,False,False
MASTER_PUBLIC_KEY_PATH,False,False
MASTER_TLS_CIPHERSUITES,False,False
MASTER_ZSTD_COMPRESSION_LEVEL,False,False
MEMBER,False,False
NESTED,False,False
NETWORK_NAMESPACE,False,False
NOWAIT,False,False
NTH_VALUE,False,False
NTILE,False,False
NULLS,False,False
OF,False,False
OFF,False,False
OJ,False,False
OLD,False,False
OPTIONAL,False,False
ORDINALITY,False,False
ORGANIZATION,False,False
OTHERS,False,False
OVER,False,False
PASSWORD_LOCK_TIME,False,False
PATH,False,False
PERCENT_RANK,False,False
PERSIST,False,False
PERSIST_ONLY,False,False
PRECEDING,False,False
PRIVILEGE_CHECKS_USER,False,False
PROCESS,False,False
RANDOM,False,False
RANK,False,False
RECURSIVE,False,False
REFERENCE,False,False
REGISTRATION,False,False
REPLICA,False,False
REPLICAS,False,False
REQUIRE_ROW_FORMAT,False,False
RESOURCE,False,False
RESPECT,False,False
RESTART,False,False
RETAIN,False,False
RETURNING,False,False
REUSE,False,False
ROLE,False,False
ROW_NUMBER,False,False
SECONDARY,False,False
SECONDARY_ENGINE,False,False
SECONDARY_ENGINE_ATTRIBUTE,False,False
SECONDARY_LOAD,False,False
SECONDARY_UNLOAD,False,False
SKIP,False,False
SOURCE_AUTO_POSITION,False,False
SOURCE_BIND,False,False
SOURCE_COMPRESSION_ALGORITHMS,False,False
SOURCE_CONNECT_RETRY,False,False
SOURCE_DELAY,False,False
SOURCE_HEARTBEAT_PERIOD,False,False
SOURCE_HOST,False,False
SOURCE_LOG_FILE,False,False
SOURCE_LOG_POS,False,False
SOURCE_PASSWORD,False,False
SOURCE_PORT,False,False
SOURCE_PUBLIC_KEY_PATH,False,False
SOURCE_RETRY_COUNT,False,False
SOURCE_SSL,False,False
SOURCE_SSL_CA,False,False
SOURCE_SSL_CAPATH,False,False
SOURCE_SSL_CERT,False,False
SOURCE_SSL_CIPHER,False,False
SOURCE_SSL_CRL,False,False
SOURCE_SSL_CRLPATH,False,False
SOURCE_SSL_KEY,False,False
SOURCE_SSL_VERIFY_SERVER_CERT,False,False
SOURCE_TLS_CIPHERSUITES,False,False
SOURCE_TLS_VERSION,False,False
SOURCE_USER,False,False
SOURCE_ZSTD_COMPRESSION_LEVEL,False,False
SRID,False,False
STREAM,False,False
SYSTEM,False,False
THREAD_PRIORITY,False,False
TIES,False,False
TLS,False,False
UNBOUNDED,False,False
UNREGISTER,False,False
URL,False,False
VCPU,False,False
VISIBLE,False,False
WINDOW,False,False
ZONE,False,False
